2	0.707107	0.562500	0.562500	0.000000
2	1.000000	0.541667	0.562500	-0.020833
2	1.224745	0.562500	0.562500	0.000000
2	1.414214	0.562500	0.562500	0.000000
2	1.581139	0.572917	0.562500	0.010417
2	1.732051	0.562500	0.562500	0.000000
2	1.870829	0.557292	0.562500	-0.005208
2	2.000000	0.583333	0.562500	0.020833
3	0.707107	-0.437500	-0.421875	-0.015625
3	1.000000	-0.416667	-0.421875	0.005208
3	1.224745	-0.416667	-0.421875	0.005208
3	1.224745	-0.427083	-0.421875	-0.005208
3	1.224745	-0.406250	-0.421875	0.015625
3	1.224745	-0.406250	-0.421875	0.015625
3	1.224745	-0.406250	-0.421875	0.015625
4	0.707107	0.375000	0.316406	0.058594
4	1.000000	0.354167	0.316406	0.037760
4	1.000000	0.333333	0.316406	0.016927
Objective_function= -3.400397
