2	0.866025	0.250000	0.250000	0.000000
2	1.000000	0.250000	0.250000	0.000000
2	1.414214	0.250000	0.250000	0.000000
2	1.658312	0.250000	0.250000	0.000000
2	1.732051	0.250000	0.250000	0.000000
2	2.000000	0.416667	0.250000	0.166667
3	1.000000	-0.125000	-0.125000	0.000000
3	1.414214	-0.145833	-0.125000	-0.020833
3	1.414214	-0.166667	-0.125000	-0.041667
3	1.414214	-0.125000	-0.125000	0.000000
3	1.658312	-0.125000	-0.125000	0.000000
3	1.658312	-0.109375	-0.125000	0.015625
3	1.658312	-0.135417	-0.125000	-0.010417
3	1.658312	-0.125000	-0.125000	0.000000
3	1.658312	-0.135417	-0.125000	-0.010417
4	1.000000	0.083333	0.062500	0.020833
4	1.414214	0.041667	0.062500	-0.020833
4	1.414214	0.083333	0.062500	0.020833
4	1.414214	0.166667	0.062500	0.104167
4	1.414214	0.125000	0.062500	0.062500
4	1.414214	0.125000	0.062500	0.062500
4	1.414214	0.000000	0.062500	-0.062500
4	1.658312	0.088542	0.062500	0.026042
4	1.658312	0.052083	0.062500	-0.010417
4	1.658312	0.000000	0.062500	-0.062500
4	1.658312	0.057292	0.062500	-0.005208
4	1.658312	0.093750	0.062500	0.031250
4	1.658312	0.062500	0.062500	0.000000
4	1.658312	0.078125	0.062500	0.015625
4	1.658312	0.083333	0.062500	0.020833
4	1.658312	0.031250	0.062500	-0.031250
4	1.658312	0.020833	0.062500	-0.041667
4	1.658312	0.020833	0.062500	-0.041667
4	1.658312	0.052083	0.062500	-0.010417
4	1.658312	0.062500	0.062500	0.000000
4	1.658312	0.031250	0.062500	-0.031250
4	1.658312	0.067708	0.062500	0.005208
4	1.658312	0.041667	0.062500	-0.020833
4	1.658312	0.093750	0.062500	0.031250
4	1.658312	0.020833	0.062500	-0.041667
4	1.658312	0.083333	0.062500	0.020833
4	1.658312	0.072917	0.062500	0.010417
Objective_function= -58.064011
